"","head [cm]","age [years]"
"3877",52,10.57
"3878",53.5,10.58
"3879",54.3,10.58
"3880",53.7,10.58
"3881",52.3,10.58
"3882",55.2,10.58
"3883",55.4,10.59
"3884",50.3,10.59
"3885",53.4,10.59
"3886",52.2,10.59
"3887",53.2,10.6
"3888",53.2,10.6
"3889",54.9,10.6
"3890",55.7,10.6
"3891",53.3,10.6
"3892",53.8,10.61
"3893",51.8,10.62
"3894",51,10.62
"3895",53.2,10.62
"3896",51.4,10.63
"3897",50.5,10.63
"3898",56.1,10.63
"3899",52,10.64
"3900",55,10.64
"3901",49.5,10.64
"3902",55.6,10.64
"3903",53.1,10.65
"3904",54.9,10.65
"3905",54,10.65
"3906",50,10.66
"3907",53.2,10.66
"3908",53,10.67
"3909",51,10.67
"3910",53.4,10.67
"3911",53.7,10.67
"3912",52.6,10.68
"3913",56.2,10.68
"3914",54.6,10.68
"3915",54.2,10.69
"3916",57.2,10.69
"3917",52.1,10.69
"3918",52,10.69
"3919",51.9,10.69
"3920",50.5,10.7
"3921",55.7,10.71
"3922",50.8,10.71
"3923",50.4,10.72
"3924",51.3,10.72
"3925",51.5,10.72
"3926",53.8,10.72
"3927",52.7,10.72
"3928",54.7,10.72
"3929",50.6,10.72
"3930",55.1,10.74
"3931",54,10.74
"3932",53.1,10.75
"3933",54.5,10.75
"3934",51.5,10.75
"3935",55.2,10.75
"3936",53.7,10.75
"3937",50.8,10.76
"3938",55.4,10.76
"3939",57,10.76
"3940",52.2,10.76
"3941",54.6,10.76
"3942",53.1,10.77
"3943",52.8,10.77
"3944",52.2,10.77
"3945",53,10.77
"3946",54,10.77
"3947",51.8,10.78
"3948",52.4,10.78
"3949",52.5,10.78
"3950",53.8,10.79
"3951",55,10.8
"3952",56,10.8
"3953",55,10.8
"3954",52.5,10.8
"3955",51,10.81
"3956",54.8,10.81
"3957",52.5,10.81
"3958",51.1,10.81
"3959",56.5,10.82
"3960",54.1,10.83
"3961",53,10.84
"3962",53.2,10.85
"3963",55.7,10.85
"3964",54.7,10.86
"3965",55.3,10.86
"3966",52.6,10.86
"3967",53.6,10.87
"3968",52.5,10.88
"3969",54.4,10.88
"3970",57.5,10.88
"3971",54.4,10.88
"3972",53.3,10.88
"3973",53,10.89
"3974",53.5,10.89
"3975",54,10.89
"3976",55,10.89
"3977",56,10.9
"3978",53.2,10.91
"3979",52.9,10.91
"3980",52,10.92
"3981",53.8,10.92
"3982",56.7,10.93
"3983",53.3,10.93
"3984",53.2,10.93
"3986",54,10.93
"3987",52.5,10.94
"3988",56.1,10.95
"3989",53.8,10.95
"3990",55.6,10.95
"3991",52.7,10.95
"3993",54.8,10.96
"3994",50.5,10.97
"3995",53.4,10.97
"3996",54.5,10.97
"3997",55,10.99
"3998",50.3,10.99
"3999",55,10.99
"4000",52.7,10.99
"4001",56,11
"4002",53.7,11
"4003",51.6,11
"4004",53.7,11
"4005",52.5,11
"4006",53.5,11
"4007",55,11.01
"4008",55.2,11.01
"4009",55.4,11.01
"4010",54,11.01
"4011",55.6,11.01
"4012",56,11.02
"4013",51.2,11.02
"4014",55.4,11.02
"4015",55,11.03
"4016",55.1,11.04
"4017",56.1,11.04
"4018",53.6,11.04
"4019",52.2,11.04
"4020",53.5,11.04
"4021",54.4,11.04
"4022",51.5,11.04
"4023",54.9,11.05
"4024",52.7,11.05
"4025",51.5,11.06
"4026",56.1,11.06
"4027",54.2,11.06
"4028",59.8,11.07
"4029",53.9,11.07
"4030",54.4,11.07
"4031",52.6,11.07
"4032",52.7,11.07
"4033",52.1,11.07
"4034",54.2,11.07
"4035",52.7,11.07
"4036",52.6,11.07
"4037",57.3,11.08
"4038",53.4,11.08
"4039",53.2,11.08
"4040",54,11.08
"4041",54,11.08
"4042",53.2,11.09
"4043",53.8,11.09
"4044",55.3,11.09
"4045",51.3,11.09
"4046",51.6,11.09
"4047",52,11.1
"4048",54,11.1
"4049",51.7,11.1
"4050",55,11.1
"4051",56.1,11.1
"4052",51.6,11.1
"4053",53.8,11.11
"4054",54.8,11.11
"4055",55.2,11.11
"4057",52.9,11.12
"4058",55.9,11.12
"4059",54.3,11.13
"4060",54.6,11.13
"4061",52.6,11.13
"4062",56,11.13
"4063",53.4,11.13
"4064",55.4,11.13
"4065",54.5,11.14
"4066",48.2,11.14
"4067",53.7,11.14
"4068",53.5,11.15
"4069",56,11.15
"4070",57.8,11.16
"4071",55.5,11.16
"4072",57.2,11.16
"4073",53.8,11.16
"4074",54.5,11.16
"4075",55.3,11.16
"4076",52.9,11.16
"4077",52.9,11.16
"4078",52.2,11.16
"4079",55,11.17
"4080",57.5,11.17
"4081",56.7,11.17
"4082",52.8,11.17
"4083",55.2,11.17
"4084",53.7,11.18
"4085",57.6,11.18
"4086",54,11.18
"4087",56.8,11.18
"4088",54,11.18
"4089",51.8,11.18
"4090",52.6,11.18
"4091",52.8,11.18
"4092",54.4,11.18
"4093",52.4,11.19
"4094",51.7,11.2
"4095",52.7,11.2
"4096",52,11.2
"4097",55.3,11.21
"4098",52.7,11.21
"4099",56.6,11.21
"4100",53.3,11.21
"4101",53.5,11.22
"4102",55.6,11.22
"4103",52.5,11.23
"4104",57,11.23
"4105",52.9,11.23
"4106",51.4,11.24
"4107",54.6,11.24
"4108",55.4,11.25
"4109",54.9,11.25
"4110",53.9,11.25
"4111",54.5,11.25
"4112",54,11.25
"4113",54.6,11.26
"4114",53.6,11.26
"4115",53.5,11.26
"4116",53.8,11.26
"4117",54.1,11.27
"4118",51.9,11.27
"4119",53.6,11.27
"4120",53.5,11.27
"4121",51.9,11.28
"4122",54.3,11.29
"4123",53.3,11.29
"4124",53.6,11.29
"4125",54.8,11.3
"4126",54.2,11.31
"4128",52.2,11.32
"4129",52.7,11.32
"4130",55.8,11.32
"4131",52.2,11.33
"4132",54.7,11.33
"4133",53.4,11.33
"4134",53,11.33
"4135",54.1,11.34
"4136",51.8,11.34
"4137",52.4,11.35
"4138",56.2,11.35
"4139",53.1,11.35
"4140",51.6,11.36
"4141",53.8,11.36
"4142",51,11.37
"4144",52.6,11.38
"4145",51.9,11.38
"4146",54.3,11.39
"4147",52.6,11.39
"4148",54.1,11.39
"4149",53.6,11.39
"4150",53.8,11.39
"4151",53.2,11.4
"4152",56.5,11.4
"4153",53.6,11.4
"4154",55,11.4
"4155",55.8,11.4
"4156",54,11.41
"4157",53.9,11.41
"4158",53.3,11.42
"4159",54.2,11.42
"4160",54.8,11.42
"4161",55.5,11.43
"4162",53.5,11.43
"4163",52.5,11.43
"4164",52,11.43
"4165",53.7,11.43
"4166",54.5,11.43
"4167",55.8,11.43
"4168",52.3,11.43
"4169",52.8,11.44
"4170",49.5,11.44
"4171",52.1,11.44
"4172",54.4,11.44
"4173",51.4,11.45
"4174",55.1,11.45
"4175",52.2,11.45
"4176",51,11.45
"4177",55.1,11.45
"4178",51.8,11.46
"4179",54.5,11.46
"4180",53.6,11.46
"4181",56.2,11.47
"4182",53.9,11.47
"4183",52.2,11.48
"4184",55,11.48
"4185",54.8,11.48
"4186",52.9,11.48
"4187",53,11.48
"4188",54.2,11.48
"4189",53.4,11.49
"4190",55.5,11.49
"4191",53.9,11.5
"4192",55,11.5
"4193",52.6,11.5
"4194",51.8,11.5
"4195",53.5,11.51
"4196",53.8,11.51
"4197",53.8,11.51
"4198",55.7,11.52
"4199",55.1,11.52
"4200",51.3,11.52
"4201",54.7,11.52
"4202",55,11.52
"4203",53,11.53
"4204",52.5,11.53
"4205",55.3,11.53
"4206",53,11.53
"4207",56.5,11.54
"4208",54,11.54
"4209",53.3,11.55
"4210",54.8,11.55
"4211",54.4,11.55
"4212",55,11.55
"4213",53.1,11.55
"4214",54.5,11.56
"4215",56.8,11.56
"4216",52.1,11.56
"4217",53.9,11.56
"4218",51.5,11.57
"4219",54.4,11.57
"4220",52,11.57
"4221",56,11.57
"4222",54.2,11.57
"4223",55.8,11.58
"4224",52.7,11.58
"4225",55.6,11.58
"4226",56,11.58
"4227",54.9,11.58
"4228",52,11.59
"4229",53,11.59
"4230",52.2,11.59
"4231",50.7,11.59
"4232",55.7,11.59
"4233",53.1,11.59
"4234",51.4,11.6
"4235",53.3,11.6
"4236",51.2,11.6
"4237",55.2,11.6
"4238",54.6,11.61
"4239",56,11.61
"4240",55,11.61
"4241",54.1,11.61
"4242",54.1,11.62
"4243",54.5,11.62
"4244",53.5,11.62
"4245",52.3,11.63
"4246",52.2,11.63
"4247",56.5,11.64
"4248",56.9,11.64
"4249",56.6,11.64
"4250",53.6,11.64
"4251",57,11.65
"4252",51.2,11.65
"4253",57.6,11.65
"4255",51.5,11.66
"4256",56.1,11.67
"4257",55,11.67
"4258",56,11.67
"4259",58,11.67
"4260",55,11.67
"4261",51.8,11.67
"4262",58.3,11.68
"4263",53.3,11.68
"4264",53,11.69
"4265",53.9,11.69
"4266",50.9,11.69
"4267",56.3,11.69
"4268",54.2,11.7
"4269",54.5,11.7
"4270",55.3,11.7
"4271",52.9,11.7
"4272",55.4,11.71
"4273",52.3,11.71
"4274",51.5,11.71
"4275",51.8,11.72
"4276",53,11.72
"4277",52,11.72
"4279",53.9,11.72
"4280",53.8,11.73
"4281",51.5,11.73
"4282",52,11.73
"4283",55.5,11.73
"4284",52.8,11.73
"4285",56.5,11.74
"4286",55.5,11.74
"4287",54,11.74
"4288",53.6,11.76
"4289",54.1,11.76
"4290",54.5,11.76
"4291",53.6,11.76
"4292",54.6,11.76
"4293",53.4,11.76
"4294",55.5,11.76
"4295",53.2,11.76
"4296",52.4,11.77
"4297",53,11.78
"4298",56,11.79
"4299",53.2,11.79
"4300",56.5,11.79
"4301",54.2,11.79
"4302",54.2,11.79
"4303",53.1,11.79
"4304",54,11.79
"4305",50.8,11.79
"4306",56.8,11.79
"4307",56,11.79
"4308",57.3,11.8
"4309",56,11.81
"4310",55.3,11.81
"4311",55.5,11.81
"4312",51.8,11.81
"4313",50.5,11.81
"4314",54.2,11.81
"4315",55.9,11.82
"4316",52.4,11.82
"4317",53.7,11.82
"4318",53,11.83
"4319",52,11.84
"4320",52.6,11.84
"4321",54.5,11.84
"4322",53.8,11.84
"4323",54.3,11.84
"4324",53,11.85
"4325",54.8,11.85
"4326",53.9,11.85
"4327",56.3,11.85
"4328",55.2,11.85
"4329",55.1,11.87
"4330",53,11.87
"4331",52.3,11.87
"4332",52,11.87
"4333",53.3,11.88
"4335",55,11.89
"4336",53.8,11.89
"4337",54,11.89
"4338",54.5,11.89
"4339",53.5,11.9
"4340",56.2,11.91
"4341",53.5,11.91
"4342",54.6,11.91
"4343",53.2,11.91
"4344",55.2,11.91
"4345",54.7,11.92
"4346",53.6,11.92
"4347",49.6,11.93
"4348",51.9,11.93
"4349",53,11.93
"4350",51.8,11.93
"4351",58.3,11.93
"4352",53.2,11.94
"4353",55.8,11.94
"4354",53.2,11.95
"4355",55.5,11.95
"4356",52.3,11.95
"4358",52.5,11.95
"4359",52.2,11.96
"4360",53.3,11.96
"4361",52.5,11.96
"4362",54.2,11.96
"4363",54.3,11.96
"4364",55.2,11.96
"4365",56,11.96
"4366",53.8,11.96
"4367",53.5,11.97
"4368",52.4,11.97
"4369",52.7,11.99
"4370",55,11.99
"4371",54.8,12
"4372",55,12
"4373",56,12
"4374",54.1,12.01
"4375",54.7,12.01
"4376",52.8,12.01
"4377",51.3,12.01
"4378",56.6,12.01
"4379",54.5,12.02
"4380",52.1,12.03
"4381",51.3,12.03
"4382",50.2,12.03
"4383",55.4,12.04
"4384",53.2,12.04
"4385",53.6,12.04
"4386",51.7,12.05
"4387",57,12.05
"4388",54.7,12.05
"4389",53.2,12.05
"4390",52.5,12.05
"4391",54.9,12.06
"4392",55.1,12.06
"4393",52.9,12.06
"4394",54.5,12.07
"4395",55.2,12.07
"4396",52.3,12.07
"4397",52.2,12.07
"4398",52.7,12.07
"4399",55,12.07
"4400",54,12.07
"4401",51.8,12.07
"4402",52.2,12.07
"4403",53.9,12.08
"4404",55.1,12.08
"4405",49.5,12.08
"4406",53.4,12.08
"4407",53.2,12.09
"4408",55.8,12.1
"4409",56,12.11
"4410",51.7,12.11
"4411",53.2,12.11
"4412",53.7,12.11
"4413",56.9,12.12
"4414",56.2,12.12
"4415",52.9,12.12
"4416",56.6,12.13
"4417",54,12.13
"4418",52.7,12.13
"4419",55.8,12.13
"4420",53.4,12.13
"4421",54.5,12.13
"4422",54.3,12.14
"4423",54.8,12.15
"4424",55.3,12.15
"4425",55,12.15
"4426",56,12.15
"4427",57,12.15
"4428",54.2,12.16
"4429",56.6,12.16
"4430",54.5,12.16
"4431",53.5,12.16
"4432",54,12.17
"4433",54.8,12.17
"4434",56.5,12.18
"4435",52,12.18
"4436",57.1,12.18
"4437",54.4,12.18
"4438",53,12.18
"4439",53.6,12.19
"4440",54.4,12.19
"4441",54.3,12.19
"4442",55.8,12.19
"4443",56.6,12.19
"4444",56.5,12.19
"4445",54.6,12.2
"4446",54,12.2
"4447",53.1,12.2
"4448",54.1,12.21
"4449",51.4,12.21
"4450",54.4,12.21
"4451",52,12.21
"4452",52.5,12.22
"4454",53.1,12.22
"4455",55,12.23
"4456",54.5,12.23
"4457",57,12.23
"4458",53.2,12.23
"4459",52.4,12.24
"4460",55.4,12.24
"4461",54,12.25
"4462",50.6,12.25
"4463",55.5,12.26
"4464",55.2,12.26
"4465",58.1,12.27
"4466",54.1,12.27
"4469",54.9,12.28
"4470",53.3,12.28
"4471",53.8,12.28
"4472",53.8,12.28
"4473",54.9,12.28
"4474",55,12.28
"4475",53.1,12.29
"4476",54.5,12.29
"4477",55.5,12.29
"4478",54.5,12.29
"4479",54.9,12.29
"4480",58,12.29
"4481",54.1,12.29
"4482",55,12.29
"4483",52.8,12.29
"4484",53.9,12.3
"4485",53.5,12.3
"4487",53.1,12.3
"4488",54.5,12.31
"4490",54.7,12.32
"4491",51.7,12.32
"4492",53,12.32
"4494",54.3,12.32
"4495",55,12.33
"4496",58.6,12.33
"4497",55.6,12.33
"4498",56.4,12.34
"4499",57.3,12.34
"4500",52.9,12.34
"4502",54.1,12.34
"4503",59,12.36
"4505",54,12.38
"4507",54,12.38
"4508",53.8,12.38
"4509",51.8,12.38
"4510",51.4,12.38
"4511",54.4,12.39
"4513",54.4,12.39
"4514",54.3,12.4
"4515",52.5,12.4
"4516",54,12.4
"4517",55,12.4
"4518",54.2,12.41
"4519",51,12.41
"4520",55,12.41
"4521",51.8,12.42
"4522",52.5,12.42
"4523",55.7,12.42
"4524",54,12.43
"4525",57.9,12.44
"4526",55.6,12.44
"4527",53,12.44
"4528",55,12.44
"4529",55,12.44
"4530",52.2,12.44
"4531",54,12.45
"4532",53,12.46
"4533",55.6,12.46
"4534",53.5,12.46
"4535",54.5,12.46
"4536",54.6,12.47
"4537",50.1,12.47
"4538",56.5,12.47
"4539",53.6,12.48
"4541",53,12.48
"4542",53.5,12.49
"4543",55.6,12.49
"4544",54,12.49
"4545",54.8,12.49
"4546",55,12.49
"4547",57.3,12.49
"4548",56.2,12.49
"4549",52,12.49
"4550",54.3,12.5
"4551",52,12.5
"4552",56.4,12.5
"4554",55.5,12.5
"4555",54.7,12.51
"4556",53.6,12.51
"4557",53.2,12.51
"4558",57.3,12.51
"4561",52.6,12.52
"4562",52.2,12.52
"4563",52.4,12.53
"4564",55.9,12.53
"4565",55,12.53
"4566",54.5,12.53
"4567",54.5,12.53
"4568",53.8,12.54
"4569",54.4,12.54
"4570",54.3,12.55
"4571",52.7,12.55
"4572",56,12.56
"4573",56,12.56
"4574",54,12.56
"4575",53.8,12.56
"4576",54.5,12.57
"4577",54,12.57
"4578",52.6,12.57
"4579",56.7,12.57
"4580",50.5,12.57
"4581",56.5,12.58
"4582",54.5,12.58
"4583",57.3,12.58
"4584",54,12.58
"4585",56.2,12.58
"4586",53.1,12.58
"4587",51.5,12.59
"4588",55.8,12.59
"4589",54,12.59
"4590",55.3,12.6
"4591",52.5,12.6
"4592",55.3,12.6
"4593",53.4,12.61
"4594",56.1,12.61
"4595",53,12.61
"4596",57.1,12.61
"4597",54.2,12.62
"4598",56.9,12.62
"4599",53,12.62
"4600",53.2,12.62
"4601",53.3,12.62
"4602",56.1,12.62
"4603",55.8,12.63
"4604",56.2,12.63
"4605",57.6,12.63
"4606",52.3,12.63
"4607",53.6,12.63
"4609",54,12.64
"4610",51.7,12.64
"4611",54.5,12.65
"4612",56.6,12.65
"4613",56.9,12.65
"4614",54.4,12.65
"4615",54.8,12.65
"4616",53.2,12.65
"4617",58.5,12.65
"4618",54.4,12.65
"4619",53.3,12.65
"4620",53.9,12.66
"4621",54.2,12.66
"4622",54.5,12.66
"4623",57,12.67
"4625",55.1,12.68
"4626",52.6,12.68
"4628",53.4,12.69
"4629",54.4,12.69
"4630",55.9,12.69
"4631",53.6,12.7
"4632",52.1,12.7
"4633",51.1,12.7
"4634",54,12.7
"4635",55.8,12.71
"4636",55.3,12.71
"4638",53.5,12.71
"4639",53.6,12.71
"4640",54.2,12.72
"4641",53.2,12.72
"4642",54.1,12.73
"4643",55.2,12.73
"4644",55.4,12.73
"4645",52.6,12.74
"4646",55,12.74
"4647",53.8,12.74
"4648",51,12.75
"4649",54.8,12.75
"4650",56.3,12.75
"4651",52,12.75
"4652",52,12.76
"4653",53.8,12.76
"4654",55.4,12.76
"4655",55.5,12.76
"4656",53.2,12.76
"4657",51.8,12.77
"4658",56.9,12.77
"4661",51,12.77
"4663",51.2,12.77
"4664",58.1,12.78
"4665",54.8,12.79
"4666",56.1,12.79
"4669",54.1,12.79
"4670",54,12.79
"4671",56.5,12.8
"4672",55.2,12.8
"4673",54,12.8
"4674",53,12.8
"4675",55.9,12.8
"4676",55.2,12.8
"4677",54,12.81
"4678",54.8,12.81
"4679",56.7,12.81
"4680",57.1,12.81
"4681",55.7,12.82
"4682",57.5,12.82
"4683",55.5,12.82
"4684",52.8,12.83
"4685",56,12.83
"4686",55,12.84
"4687",56,12.84
"4688",54.3,12.85
"4690",55.5,12.85
"4691",56.4,12.86
"4692",52.5,12.86
"4693",57.2,12.86
"4694",58.9,12.86
"4695",49.9,12.87
"4696",55.5,12.87
"4697",57.4,12.87
"4698",53.9,12.88
"4699",56.7,12.88
"4700",53.5,12.88
"4701",54.9,12.88
"4702",54.1,12.88
"4703",53.2,12.88
"4704",56.1,12.88
"4705",55.5,12.88
"4706",53.7,12.89
"4707",54.6,12.89
"4708",55.6,12.89
"4709",57.5,12.9
"4710",57,12.9
"4711",57.1,12.9
"4712",52.4,12.91
"4713",52.8,12.91
"4714",52.8,12.91
"4715",53,12.92
"4716",52.8,12.93
"4719",55.3,12.93
"4720",54.2,12.93
"4721",55.7,12.93
"4722",54.1,12.94
"4723",55.7,12.94
"4724",55.5,12.94
"4725",54.3,12.94
"4726",53.5,12.94
"4727",55,12.94
"4728",55.8,12.95
"4729",57.8,12.95
"4730",53.6,12.95
"4731",54.3,12.95
"4732",55,12.96
"4733",52.2,12.97
"4734",52.6,12.97
"4735",56,12.97
"4736",54.2,12.97
"4737",53.5,12.97
"4738",53.3,12.97
"4739",54.3,12.98
"4740",53.6,12.98
"4741",55.2,12.98
"4742",53.8,12.98
"4743",53,12.98
"4744",54.7,12.99
"4745",51,12.99
"4746",54.4,12.99
"4747",56.1,12.99
"4748",54.3,12.99
"4749",56.8,12.99
"4750",55.6,13
"4752",59,13
"4753",57.5,13
"4756",52.3,13
"4757",55.4,13
"4758",55.1,13
"4759",52.5,13
"4760",53.8,13.01
"4761",54.7,13.01
"4762",52.4,13.01
"4763",54.8,13.01
"4764",53.9,13.01
"4765",56.4,13.01
"4766",56.2,13.01
"4767",55.9,13.02
"4768",56,13.02
"4769",59.5,13.02
"4770",57.3,13.02
"4771",52.5,13.02
"4772",51,13.03
"4773",53.5,13.03
"4774",54,13.03
"4775",52,13.03
"4776",53.7,13.04
"4777",56.5,13.04
"4778",51.3,13.04
"4779",54.2,13.05
"4780",55.3,13.05
"4781",54.5,13.05
"4782",56.1,13.05
"4783",54.5,13.06
"4785",56,13.07
"4786",57.5,13.07
"4789",55,13.07
"4790",53.7,13.07
"4791",55.4,13.07
"4792",53.4,13.07
"4793",54.4,13.08
"4794",53.3,13.08
"4795",54.6,13.08
"4796",55.5,13.09
"4798",53.8,13.09
"4799",53.4,13.1
"4800",51.4,13.1
"4801",55.5,13.1
"4802",58.5,13.1
"4803",55.6,13.1
"4804",54.8,13.1
"4805",54.2,13.11
"4806",52.6,13.11
"4807",54.2,13.11
"4809",55.3,13.11
"4810",54.9,13.11
"4811",56.3,13.11
"4812",57,13.11
"4813",55.8,13.11
"4815",51.7,13.12
"4816",53.5,13.12
"4817",54.7,13.12
"4818",55.1,13.12
"4819",52.4,13.12
"4820",56.1,13.12
"4821",54.5,13.13
"4822",54.2,13.13
"4823",58.1,13.13
"4824",55.5,13.13
"4825",55.1,13.13
"4826",53.8,13.13
"4827",52.2,13.14
"4828",54.2,13.14
"4829",54.6,13.14
"4830",53,13.14
"4831",54,13.15
"4832",53.8,13.15
"4834",56.7,13.15
"4835",55.2,13.15
"4836",55.2,13.16
"4837",53.3,13.16
"4839",58.1,13.17
"4840",52.5,13.17
"4841",52.8,13.17
"4842",54.3,13.18
"4843",54.8,13.18
"4844",55.5,13.18
"4845",55.2,13.18
"4846",55.6,13.19
"4847",57.3,13.19
"4848",53.9,13.19
"4849",55.7,13.19
"4851",53.4,13.19
"4852",55.3,13.2
"4853",55.7,13.2
"4854",55.5,13.21
"4855",57.5,13.21
"4856",55.2,13.21
"4857",53.5,13.21
"4858",56.8,13.21
"4859",54.4,13.21
"4860",52.3,13.22
"4861",54.2,13.22
"4862",55.8,13.22
"4863",54.6,13.22
"4864",54.5,13.22
"4865",53.4,13.23
"4866",54.8,13.23
"4867",56,13.23
"4868",55.6,13.23
"4869",56,13.23
"4870",54.4,13.23
"4871",51.5,13.23
"4872",55.4,13.23
"4873",54.4,13.24
"4874",55.4,13.24
"4875",54,13.24
"4876",57.6,13.24
"4877",54,13.24
"4879",54.5,13.25
"4880",52,13.26
"4881",54.9,13.26
"4882",54.5,13.26
"4883",55.3,13.26
"4885",52.6,13.27
"4886",57.3,13.27
"4887",53.6,13.28
"4888",55.5,13.29
"4889",56.4,13.29
"4890",52.4,13.29
"4891",53.6,13.3
"4892",55.6,13.3
"4893",55.4,13.3
"4894",52.1,13.3
"4895",52.1,13.3
"4896",55.4,13.31
"4897",53.7,13.31
"4898",53.6,13.31
"4899",56.3,13.32
"4900",53,13.33
"4901",55.9,13.33
"4902",55.2,13.33
"4903",52,13.34
"4904",56.2,13.34
"4905",54.7,13.34
"4906",56,13.35
"4907",55.7,13.35
"4908",55.2,13.36
"4909",56,13.36
"4910",53.7,13.36
"4911",53.4,13.37
"4912",55.5,13.37
"4913",54.8,13.37
"4914",52.8,13.37
"4915",55.1,13.37
"4916",55,13.37
"4917",52.7,13.38
"4918",53.5,13.38
"4919",54.5,13.4
"4921",53.7,13.4
"4923",54.5,13.4
"4924",51.4,13.41
"4925",54.1,13.41
"4926",59,13.42
"4927",54.4,13.42
"4928",54.7,13.42
"4929",56.5,13.42
"4933",54.1,13.43
"4934",58.6,13.43
"4935",50.8,13.44
"4936",53.9,13.44
"4937",55.8,13.44
"4938",58.2,13.44
"4939",56.3,13.44
"4941",54.5,13.45
"4942",55.1,13.45
"4943",53,13.45
"4945",55.1,13.46
"4946",56,13.46
"4947",55,13.46
"4948",52.2,13.47
"4949",55.2,13.47
"4950",55,13.47
"4951",55.1,13.47
"4953",54.9,13.48
"4954",54.5,13.48
"4956",55.3,13.48
"4957",55.5,13.48
"4958",56.6,13.49
"4959",55.6,13.49
"4960",53,13.49
"4961",56.3,13.49
"4962",55.5,13.49
"4963",54.9,13.5
"4964",53.4,13.5
"4965",53.5,13.5
"4966",56.1,13.5
"4967",55,13.5
"4968",51.9,13.51
"4969",53.6,13.51
"4970",51.8,13.51
"4971",55.5,13.52
"4974",54.6,13.52
"4975",57.4,13.52
"4976",54.4,13.52
"4977",54.2,13.52
"4978",55.1,13.53
"4979",55.7,13.53
"4980",57.1,13.53
"4981",53,13.53
"4982",58.5,13.53
"4986",54,13.54
"4988",59.2,13.54
"4989",55.9,13.54
"4990",56.5,13.54
"4991",54.1,13.54
"4992",54.9,13.54
"4993",55.4,13.55
"4994",54.2,13.55
"4995",55,13.56
"4996",52.8,13.56
"4997",54.5,13.56
"5000",53.2,13.56
"5001",53.8,13.56
"5002",55.9,13.57
"5003",54.6,13.57
"5004",55,13.57
"5005",54.9,13.57
"5006",53.3,13.57
"5007",54.6,13.57
"5008",53,13.57
"5009",55.6,13.57
"5010",54.1,13.57
"5011",55,13.58
"5012",54.9,13.58
"5013",52.5,13.58
"5014",50.8,13.58
"5015",53,13.58
"5016",54,13.59
"5018",53.9,13.59
"5020",54.5,13.6
"5021",56,13.6
"5022",53,13.6
"5023",57.7,13.6
"5024",54,13.61
"5025",54.7,13.61
"5027",56.4,13.62
"5028",54.9,13.62
"5029",56.2,13.62
"5030",54.8,13.62
"5031",53.4,13.62
"5032",54.6,13.62
"5033",55.2,13.62
"5034",55.2,13.63
"5036",53.9,13.63
"5037",58.3,13.63
"5038",53.5,13.63
"5039",53.5,13.63
"5040",56,13.63
"5041",54,13.63
"5042",53.3,13.64
"5043",57.6,13.64
"5044",55.6,13.64
"5046",51.7,13.65
"5047",55.1,13.66
"5048",59.2,13.66
"5049",56.1,13.66
"5050",56.2,13.66
"5051",53,13.66
"5052",57.1,13.66
"5053",56.5,13.66
"5054",54.2,13.67
"5055",54.9,13.67
"5056",55.7,13.67
"5057",55,13.67
"5058",57.1,13.67
"5060",55.9,13.67
"5061",52.5,13.68
"5062",55.5,13.68
"5063",54.5,13.68
"5064",55.4,13.69
"5065",55.2,13.69
"5066",57,13.69
"5068",55,13.7
"5069",53,13.7
"5070",56.7,13.71
"5071",54,13.71
"5072",56.1,13.71
"5073",57.6,13.72
"5074",53.2,13.72
"5075",53.7,13.72
"5076",56,13.73
"5078",53.6,13.73
"5079",55.6,13.74
"5080",55.7,13.74
"5081",53.4,13.74
"5083",55.7,13.74
"5084",56.1,13.75
"5085",52.9,13.75
"5086",54.6,13.75
"5088",54.1,13.75
"5089",54.4,13.76
"5090",54.3,13.76
"5091",57.6,13.77
"5092",56,13.77
"5093",54,13.77
"5094",56.4,13.78
"5095",55.1,13.78
"5096",56.2,13.78
"5097",58.5,13.78
"5098",53.4,13.79
"5099",57.5,13.79
"5100",56.8,13.79
"5101",57.2,13.8
"5102",55.3,13.8
"5103",51,13.81
"5104",57,13.81
"5105",55,13.82
"5106",56.1,13.82
"5107",56.4,13.82
"5108",54.5,13.83
"5109",56.4,13.83
"5110",55.6,13.83
"5112",54,13.83
"5113",52.5,13.84
"5115",57.5,13.84
"5116",57,13.85
"5117",55.9,13.85
"5118",54.8,13.85
"5119",54,13.86
"5120",58.4,13.87
"5121",54.8,13.87
"5122",57,13.88
"5123",56.1,13.88
"5124",57.8,13.88
"5125",57.1,13.88
"5126",53.9,13.88
"5127",54.6,13.89
"5128",55.6,13.89
"5129",55.6,13.89
"5130",55.1,13.89
"5131",51.2,13.89
"5132",56.9,13.9
"5133",54.5,13.9
"5134",57.4,13.9
"5135",54.1,13.9
"5137",55.6,13.9
"5138",54.8,13.9
"5139",50,13.9
"5141",54.5,13.91
"5142",55,13.91
"5144",54.9,13.92
"5145",56.3,13.92
"5146",56.8,13.92
"5147",54.2,13.92
"5148",55.9,13.92
"5149",54.1,13.93
"5150",57.6,13.93
"5151",54,13.93
"5152",53.2,13.93
"5153",54.9,13.93
"5154",58.3,13.93
"5155",56,13.93
"5157",56.1,13.94
"5159",54.5,13.94
"5160",53.9,13.94
"5162",56.9,13.95
"5163",51,13.95
"5164",56,13.95
"5165",55,13.95
